ID;SABOR;VALOR;ESTADO;TIPO;DATA;FORMA DE PAGAMENTO
428;calabresa;9;São Paulo;assada;18/03/2021;DÉBITO
429;calabresa;9;São Paulo;frita;17/02/2021;PIX
430;carne;12;Minas Gerais;frita;29/11/2019;DÉBITO
431;carne;12;Rio de Janeiro;frita;20/11/2021;CRÉDITO
432;calabresa;9;São Paulo;frita;10/01/2021;PIX
433;frango;11;Minas Gerais;assada;13/12/2019;CRÉDITO
434;calabresa;9;Minas Gerais;assada;18/08/2019;CRÉDITO
435;frango;11;Santa Catarina;frita;15/12/2018;DÉBITO
436;frango;11;São Paulo;assada;19/07/2019;PIX
437;calabresa;9;Rio de Janeiro;frita;09/05/2020;DINHEIRO
438;pizza;10;Santa Catarina;frita;14/10/2018;CRÉDITO
439;pizza;10;Rio de Janeiro;assada;05/07/2021;DÉBITO
440;frango;11;Rio de Janeiro;frita;03/01/2019;CRÉDITO
441;calabresa;9;São Paulo;frita;27/09/2019;CRÉDITO
442;calabresa;9;Rio de Janeiro;frita;10/09/2021;DINHEIRO
443;frango;11;Rio de Janeiro;assada;17/05/2020;CRÉDITO
444;pizza;10;Minas Gerais;assada;30/12/2018;DÉBITO
445;frango;11;Rio de Janeiro;frita;08/09/2018;DÉBITO
446;pizza;10;São Paulo;frita;01/08/2021;PIX
447;frango;11;Santa Catarina;frita;26/03/2018;DINHEIRO
448;carne;12;Rio de Janeiro;assada;14/08/2018;DINHEIRO
449;pizza;10;Minas Gerais;frita;25/12/2021;DÉBITO
450;calabresa;9;Minas Gerais;frita;25/02/2020;DÉBITO
451;frango;11;São Paulo;frita;14/09/2021;PIX
452;calabresa;9;Rio de Janeiro;frita;15/08/2018;PIX
453;calabresa;9;São Paulo;frita;11/07/2019;DÉBITO
454;calabresa;9;Minas Gerais;assada;24/12/2020;PIX
455;pizza;10;São Paulo;assada;27/01/2018;CRÉDITO
456;frango;11;São Paulo;frita;08/05/2021;DINHEIRO
457;carne;12;São Paulo;assada;17/03/2019;DÉBITO
458;calabresa;9;Minas Gerais;frita;11/02/2019;DÉBITO
459;carne;12;Minas Gerais;assada;09/04/2021;DÉBITO
460;carne;12;Rio de Janeiro;frita;08/06/2019;DINHEIRO
461;calabresa;9;Rio de Janeiro;assada;19/02/2018;PIX
462;frango;11;Santa Catarina;frita;01/04/2021;CRÉDITO
463;carne;12;Minas Gerais;frita;12/03/2018;DÉBITO
464;frango;11;Rio de Janeiro;assada;10/07/2020;DINHEIRO
465;calabresa;9;São Paulo;assada;05/02/2019;CRÉDITO
466;frango;11;São Paulo;frita;05/04/2018;DINHEIRO
467;pizza;10;Minas Gerais;assada;26/06/2018;DÉBITO
468;frango;11;Minas Gerais;assada;17/10/2021;PIX
469;frango;11;Santa Catarina;assada;09/07/2019;DÉBITO
470;calabresa;9;Santa Catarina;frita;08/11/2021;DINHEIRO
471;calabresa;9;Minas Gerais;assada;02/10/2019;DÉBITO
472;frango;11;Santa Catarina;frita;15/07/2020;DÉBITO
473;carne;12;Minas Gerais;assada;20/03/2020;DÉBITO
474;calabresa;9;Santa Catarina;frita;23/08/2019;CRÉDITO
475;carne;12;Rio de Janeiro;assada;24/05/2020;DINHEIRO
476;pizza;10;Minas Gerais;frita;25/02/2018;PIX
477;carne;12;Minas Gerais;assada;07/09/2021;CRÉDITO
478;calabresa;9;São Paulo;frita;27/02/2019;CRÉDITO
479;frango;11;Santa Catarina;frita;01/03/2020;DINHEIRO
480;carne;12;Santa Catarina;assada;07/11/2018;CRÉDITO
481;carne;12;Rio de Janeiro;assada;22/10/2020;DÉBITO
482;pizza;10;Rio de Janeiro;assada;09/02/2021;CRÉDITO
483;pizza;10;Rio de Janeiro;frita;17/02/2018;DÉBITO
484;calabresa;9;Rio de Janeiro;frita;19/04/2020;DINHEIRO
485;frango;11;Minas Gerais;assada;06/04/2021;PIX
486;frango;11;Rio de Janeiro;assada;27/12/2021;DINHEIRO
487;calabresa;9;Minas Gerais;frita;16/07/2020;PIX
488;frango;11;Santa Catarina;assada;07/04/2019;CRÉDITO
489;pizza;10;Minas Gerais;assada;18/12/2021;DÉBITO
490;calabresa;9;Minas Gerais;frita;05/11/2018;PIX
491;calabresa;9;São Paulo;assada;30/10/2021;CRÉDITO
492;frango;11;São Paulo;frita;27/05/2019;DÉBITO
493;pizza;10;Minas Gerais;assada;31/05/2020;PIX
494;frango;11;Minas Gerais;frita;01/07/2018;DÉBITO
495;carne;12;Rio de Janeiro;assada;09/08/2021;DINHEIRO
496;calabresa;9;São Paulo;frita;16/09/2021;DÉBITO
497;pizza;10;Santa Catarina;frita;07/05/2018;DINHEIRO
498;calabresa;9;Rio de Janeiro;assada;14/11/2018;PIX
499;carne;12;Santa Catarina;assada;28/04/2019;PIX
500;carne;12;Minas Gerais;frita;14/06/2021;DÉBITO
501;frango;11;Minas Gerais;assada;26/05/2018;DINHEIRO
502;calabresa;9;Santa Catarina;assada;11/11/2018;PIX
503;carne;12;Minas Gerais;assada;08/08/2021;DÉBITO
504;carne;12;São Paulo;frita;07/02/2018;PIX
505;carne;12;Rio de Janeiro;frita;27/12/2020;CRÉDITO
506;calabresa;9;Minas Gerais;frita;04/10/2018;DINHEIRO
507;frango;11;Santa Catarina;assada;14/07/2018;DÉBITO
508;calabresa;9;Rio de Janeiro;frita;20/01/2020;PIX
509;frango;11;Rio de Janeiro;assada;15/02/2019;CRÉDITO
510;carne;12;Rio de Janeiro;assada;26/11/2018;DINHEIRO
511;pizza;10;Santa Catarina;assada;21/11/2021;DÉBITO
512;carne;12;São Paulo;frita;16/08/2021;DINHEIRO
513;carne;12;Santa Catarina;frita;14/02/2019;PIX
514;pizza;10;Rio de Janeiro;frita;20/06/2019;CRÉDITO
515;calabresa;9;Santa Catarina;frita;07/09/2020;DINHEIRO
516;pizza;10;São Paulo;frita;15/12/2020;PIX
517;calabresa;9;São Paulo;assada;16/10/2021;DÉBITO
518;pizza;10;Santa Catarina;assada;23/08/2020;PIX
519;frango;11;Minas Gerais;frita;06/04/2019;DÉBITO
520;frango;11;São Paulo;assada;16/04/2019;PIX
521;frango;11;Minas Gerais;assada;11/12/2018;DINHEIRO
522;pizza;10;Minas Gerais;assada;27/06/2020;PIX
523;carne;12;São Paulo;assada;27/12/2018;CRÉDITO
524;frango;11;Minas Gerais;assada;15/05/2018;CRÉDITO
525;calabresa;9;Rio de Janeiro;frita;28/02/2020;PIX
526;carne;12;Rio de Janeiro;assada;11/11/2018;PIX
527;pizza;10;São Paulo;frita;25/09/2018;CRÉDITO
528;pizza;10;São Paulo;assada;29/01/2021;DÉBITO
529;carne;12;Rio de Janeiro;frita;13/03/2021;CRÉDITO
530;pizza;10;Santa Catarina;assada;25/11/2021;DINHEIRO
531;pizza;10;Santa Catarina;assada;27/05/2018;DÉBITO
532;frango;11;Santa Catarina;assada;03/01/2021;PIX
533;carne;12;Rio de Janeiro;assada;12/03/2021;PIX
534;carne;12;Minas Gerais;frita;18/07/2018;CRÉDITO
535;frango;11;Rio de Janeiro;frita;17/11/2021;PIX
536;pizza;10;Santa Catarina;frita;17/05/2019;DINHEIRO
537;frango;11;Santa Catarina;frita;16/10/2020;PIX
538;pizza;10;Santa Catarina;frita;26/10/2020;DÉBITO
539;frango;11;Santa Catarina;assada;06/04/2020;PIX
540;pizza;10;Minas Gerais;frita;07/11/2019;PIX
541;calabresa;9;Santa Catarina;assada;01/08/2020;PIX
542;carne;12;Rio de Janeiro;frita;22/03/2019;PIX
543;calabresa;9;São Paulo;assada;30/04/2021;CRÉDITO
544;calabresa;9;Minas Gerais;assada;28/07/2020;DÉBITO
545;pizza;10;Santa Catarina;frita;25/03/2020;DINHEIRO
546;pizza;10;Rio de Janeiro;frita;26/11/2019;DÉBITO
547;calabresa;9;São Paulo;frita;08/08/2021;PIX
548;frango;11;Rio de Janeiro;assada;01/05/2020;DINHEIRO
549;frango;11;Minas Gerais;frita;17/01/2020;DÉBITO
550;pizza;10;Santa Catarina;assada;07/07/2021;CRÉDITO
551;carne;12;Santa Catarina;assada;13/07/2019;DÉBITO
552;calabresa;9;Minas Gerais;assada;27/09/2019;DINHEIRO
553;calabresa;9;Minas Gerais;frita;11/09/2021;DINHEIRO
554;calabresa;9;Rio de Janeiro;frita;25/10/2020;CRÉDITO
555;pizza;10;São Paulo;assada;12/09/2019;DÉBITO
556;frango;11;Rio de Janeiro;frita;23/12/2018;DINHEIRO
557;pizza;10;Santa Catarina;assada;23/01/2018;DÉBITO
558;frango;11;São Paulo;assada;12/08/2020;DÉBITO
559;calabresa;9;Rio de Janeiro;assada;13/03/2020;DÉBITO
560;frango;11;Santa Catarina;assada;13/12/2019;DÉBITO
561;calabresa;9;Santa Catarina;assada;11/05/2019;DINHEIRO
562;frango;11;Rio de Janeiro;frita;21/09/2020;PIX
563;frango;11;São Paulo;assada;04/06/2021;CRÉDITO
564;frango;11;São Paulo;frita;28/06/2021;CRÉDITO
565;calabresa;9;Santa Catarina;assada;07/06/2021;DINHEIRO
566;carne;12;Minas Gerais;frita;15/04/2021;DINHEIRO
567;carne;12;São Paulo;assada;09/10/2021;CRÉDITO
568;frango;11;Rio de Janeiro;frita;10/01/2019;DINHEIRO
569;calabresa;9;Santa Catarina;assada;14/05/2018;PIX
570;pizza;10;Rio de Janeiro;assada;05/06/2021;DINHEIRO
571;carne;12;Rio de Janeiro;frita;16/05/2021;DÉBITO
572;carne;12;São Paulo;frita;30/08/2020;CRÉDITO
573;pizza;10;Minas Gerais;frita;21/06/2020;CRÉDITO
574;carne;12;Minas Gerais;frita;14/01/2018;CRÉDITO
575;carne;12;Minas Gerais;frita;07/04/2020;DÉBITO
576;calabresa;9;Minas Gerais;assada;25/02/2018;PIX
577;calabresa;9;Santa Catarina;assada;30/11/2021;DINHEIRO
578;calabresa;9;Santa Catarina;assada;02/01/2021;CRÉDITO
579;pizza;10;Minas Gerais;assada;23/06/2021;CRÉDITO
580;calabresa;9;Minas Gerais;assada;15/12/2020;CRÉDITO
581;carne;12;Santa Catarina;frita;20/07/2019;DINHEIRO
582;frango;11;Rio de Janeiro;assada;21/10/2021;DINHEIRO
583;calabresa;9;Minas Gerais;frita;07/04/2021;CRÉDITO
584;pizza;10;Minas Gerais;assada;18/11/2020;DINHEIRO
585;frango;11;São Paulo;assada;19/11/2018;CRÉDITO
586;carne;12;Minas Gerais;assada;16/09/2021;DÉBITO
587;frango;11;Santa Catarina;frita;21/05/2021;CRÉDITO
588;calabresa;9;Santa Catarina;assada;13/02/2021;DÉBITO
589;pizza;10;Rio de Janeiro;frita;13/05/2019;DÉBITO
590;calabresa;9;Santa Catarina;frita;25/01/2018;DINHEIRO
591;carne;12;Santa Catarina;assada;03/03/2020;CRÉDITO
592;pizza;10;São Paulo;frita;14/01/2019;DINHEIRO
593;carne;12;Rio de Janeiro;frita;01/08/2021;PIX
594;pizza;10;Minas Gerais;assada;23/02/2019;DÉBITO
595;pizza;10;Minas Gerais;assada;06/10/2021;DÉBITO
596;calabresa;9;São Paulo;assada;22/02/2021;PIX
597;pizza;10;Rio de Janeiro;assada;14/08/2021;DINHEIRO
598;frango;11;Rio de Janeiro;assada;28/05/2018;PIX
599;calabresa;9;São Paulo;frita;02/09/2021;DINHEIRO
600;calabresa;9;Rio de Janeiro;frita;12/05/2021;DINHEIRO
601;calabresa;9;Minas Gerais;assada;24/09/2021;PIX
602;calabresa;9;Santa Catarina;frita;27/09/2019;CRÉDITO
603;calabresa;9;Santa Catarina;assada;11/11/2021;DÉBITO
604;frango;11;Rio de Janeiro;assada;15/06/2020;PIX
605;pizza;10;São Paulo;frita;16/10/2020;PIX
606;frango;11;Santa Catarina;assada;22/03/2018;DINHEIRO
607;calabresa;9;Rio de Janeiro;frita;21/02/2018;DÉBITO
608;calabresa;9;Santa Catarina;frita;11/08/2021;PIX
609;calabresa;9;Minas Gerais;frita;09/10/2019;PIX
610;calabresa;9;São Paulo;frita;30/01/2019;DINHEIRO
611;frango;11;São Paulo;assada;17/05/2019;PIX
612;carne;12;Minas Gerais;assada;11/01/2019;DINHEIRO
613;pizza;10;Santa Catarina;frita;13/10/2021;DÉBITO
614;pizza;10;Rio de Janeiro;assada;02/03/2020;DÉBITO
615;carne;12;Minas Gerais;assada;20/11/2021;DÉBITO
616;calabresa;9;Rio de Janeiro;frita;26/06/2021;PIX
617;calabresa;9;São Paulo;frita;19/05/2021;PIX
618;calabresa;9;Rio de Janeiro;assada;31/07/2018;CRÉDITO
619;frango;11;Santa Catarina;assada;20/08/2021;DÉBITO
620;carne;12;Minas Gerais;frita;13/01/2019;CRÉDITO
621;carne;12;Minas Gerais;frita;18/01/2021;PIX
622;frango;11;São Paulo;frita;21/03/2018;CRÉDITO
623;carne;12;Rio de Janeiro;assada;06/08/2020;PIX
624;carne;12;São Paulo;frita;13/10/2019;CRÉDITO
625;pizza;10;Santa Catarina;frita;10/11/2020;PIX
626;pizza;10;Minas Gerais;assada;07/10/2021;PIX
627;frango;11;Rio de Janeiro;assada;08/08/2021;DINHEIRO
628;carne;12;Santa Catarina;frita;15/07/2018;PIX
629;frango;11;São Paulo;frita;21/04/2019;DINHEIRO
630;calabresa;9;Rio de Janeiro;assada;08/10/2020;PIX
631;frango;11;Rio de Janeiro;assada;13/07/2018;DÉBITO
632;pizza;10;São Paulo;assada;16/07/2018;CRÉDITO
633;carne;12;São Paulo;frita;02/12/2020;PIX
634;calabresa;9;Minas Gerais;assada;22/03/2018;DINHEIRO
635;carne;12;Santa Catarina;assada;05/11/2020;DINHEIRO
636;calabresa;9;Minas Gerais;frita;06/11/2020;PIX
637;frango;11;Minas Gerais;assada;11/09/2019;PIX
638;calabresa;9;São Paulo;frita;27/02/2021;PIX
639;pizza;10;Santa Catarina;frita;28/02/2019;PIX
640;carne;12;São Paulo;assada;07/01/2021;CRÉDITO
641;frango;11;Rio de Janeiro;assada;07/06/2019;DÉBITO
642;pizza;10;Minas Gerais;frita;20/10/2020;PIX
643;calabresa;9;Santa Catarina;assada;02/07/2018;CRÉDITO
644;carne;12;Rio de Janeiro;frita;04/09/2019;CRÉDITO
645;carne;12;São Paulo;frita;26/10/2021;DÉBITO
646;carne;12;São Paulo;frita;01/12/2020;CRÉDITO
647;carne;12;Rio de Janeiro;frita;03/09/2021;DINHEIRO
648;carne;12;Rio de Janeiro;frita;16/07/2019;DÉBITO
649;frango;11;Santa Catarina;assada;29/10/2018;CRÉDITO
650;carne;12;Minas Gerais;frita;17/05/2020;DINHEIRO
651;carne;12;Minas Gerais;assada;12/04/2018;PIX
652;pizza;10;Rio de Janeiro;frita;25/08/2019;PIX
653;pizza;10;Santa Catarina;frita;11/11/2021;CRÉDITO
654;pizza;10;Rio de Janeiro;frita;13/01/2018;CRÉDITO
655;carne;12;Minas Gerais;frita;13/08/2019;DINHEIRO
656;frango;11;Rio de Janeiro;frita;26/10/2019;CRÉDITO
657;calabresa;9;São Paulo;assada;09/11/2018;CRÉDITO
658;pizza;10;Santa Catarina;assada;22/03/2019;CRÉDITO
659;calabresa;9;Rio de Janeiro;frita;04/02/2018;CRÉDITO
660;pizza;10;São Paulo;assada;09/02/2020;DÉBITO
661;calabresa;9;São Paulo;frita;25/11/2021;CRÉDITO
662;frango;11;São Paulo;assada;12/02/2020;DÉBITO
663;pizza;10;São Paulo;frita;10/08/2020;DINHEIRO
664;calabresa;9;Minas Gerais;assada;04/09/2021;DINHEIRO
665;frango;11;São Paulo;assada;04/10/2020;CRÉDITO
666;pizza;10;Rio de Janeiro;frita;15/09/2021;DÉBITO
667;carne;12;Minas Gerais;assada;27/09/2019;PIX
668;calabresa;9;Santa Catarina;assada;20/06/2018;DÉBITO
669;carne;12;Santa Catarina;frita;04/04/2018;PIX
670;carne;12;Rio de Janeiro;assada;13/07/2020;CRÉDITO
671;pizza;10;Rio de Janeiro;assada;30/10/2020;CRÉDITO
672;calabresa;9;Rio de Janeiro;frita;24/04/2018;DINHEIRO
673;pizza;10;Minas Gerais;frita;24/08/2018;DÉBITO
674;pizza;10;Santa Catarina;frita;02/12/2020;CRÉDITO
675;carne;12;Minas Gerais;assada;18/08/2019;PIX
676;frango;11;Santa Catarina;frita;23/03/2021;DINHEIRO
677;calabresa;9;Rio de Janeiro;assada;18/10/2018;PIX
678;frango;11;Rio de Janeiro;frita;09/12/2020;DINHEIRO
679;frango;11;Minas Gerais;frita;09/10/2020;PIX
680;calabresa;9;Minas Gerais;assada;19/08/2019;PIX
681;frango;11;São Paulo;assada;18/08/2020;DINHEIRO
682;calabresa;9;Minas Gerais;frita;21/06/2018;DÉBITO
683;calabresa;9;São Paulo;assada;16/01/2019;DINHEIRO
684;frango;11;São Paulo;frita;28/12/2020;PIX
685;carne;12;São Paulo;frita;29/12/2018;DINHEIRO
686;carne;12;Minas Gerais;assada;08/03/2018;DÉBITO
687;frango;11;São Paulo;frita;27/08/2021;DÉBITO
688;pizza;10;Santa Catarina;assada;26/07/2019;DINHEIRO
689;calabresa;9;Minas Gerais;frita;07/10/2020;CRÉDITO
690;frango;11;Minas Gerais;frita;29/09/2021;DÉBITO
691;frango;11;São Paulo;assada;10/10/2018;PIX
692;pizza;10;Minas Gerais;frita;08/04/2018;DÉBITO
693;calabresa;9;São Paulo;frita;05/05/2020;PIX
694;carne;12;Minas Gerais;frita;07/08/2019;PIX
695;pizza;10;Santa Catarina;frita;31/07/2019;CRÉDITO
696;frango;11;Santa Catarina;assada;30/04/2018;PIX
697;pizza;10;Minas Gerais;assada;06/03/2020;CRÉDITO
698;pizza;10;São Paulo;assada;30/04/2018;CRÉDITO
699;pizza;10;Santa Catarina;frita;22/10/2020;CRÉDITO
700;carne;12;Santa Catarina;frita;28/05/2019;CRÉDITO
701;frango;11;São Paulo;frita;13/07/2019;CRÉDITO
702;pizza;10;Rio de Janeiro;frita;02/01/2020;CRÉDITO
703;frango;11;Rio de Janeiro;assada;19/05/2020;DINHEIRO
704;pizza;10;Rio de Janeiro;assada;22/03/2020;CRÉDITO
705;pizza;10;Minas Gerais;assada;28/03/2019;DINHEIRO
706;carne;12;Rio de Janeiro;assada;25/01/2021;CRÉDITO
707;frango;11;Rio de Janeiro;frita;17/09/2019;DINHEIRO
708;frango;11;Rio de Janeiro;assada;27/09/2019;DINHEIRO
709;carne;12;Minas Gerais;assada;20/02/2021;DINHEIRO
710;carne;12;Santa Catarina;frita;30/10/2021;CRÉDITO
711;carne;12;Minas Gerais;assada;04/06/2020;DÉBITO
712;pizza;10;Rio de Janeiro;assada;14/08/2020;CRÉDITO
713;calabresa;9;São Paulo;frita;10/05/2021;CRÉDITO
714;calabresa;9;Rio de Janeiro;assada;01/11/2020;PIX
715;carne;12;São Paulo;frita;22/04/2018;CRÉDITO
716;frango;11;São Paulo;assada;18/03/2020;CRÉDITO
717;carne;12;Minas Gerais;frita;15/09/2020;DÉBITO
718;pizza;10;Santa Catarina;assada;13/03/2021;DÉBITO
719;calabresa;9;Minas Gerais;frita;28/07/2018;DINHEIRO
720;carne;12;Rio de Janeiro;frita;26/06/2021;DÉBITO
721;pizza;10;Minas Gerais;assada;08/05/2019;DINHEIRO
722;frango;11;Rio de Janeiro;assada;09/08/2021;PIX
723;frango;11;Santa Catarina;frita;09/01/2021;CRÉDITO
724;pizza;10;São Paulo;frita;21/09/2018;PIX
725;calabresa;9;Rio de Janeiro;assada;20/02/2019;CRÉDITO
726;frango;11;Rio de Janeiro;assada;07/02/2021;DINHEIRO
727;calabresa;9;Santa Catarina;assada;30/08/2018;DÉBITO
728;calabresa;9;São Paulo;frita;19/09/2020;PIX
729;frango;11;Santa Catarina;frita;02/05/2021;CRÉDITO
730;pizza;10;Rio de Janeiro;assada;14/06/2018;PIX
731;pizza;10;Rio de Janeiro;frita;11/05/2018;PIX
732;frango;11;Minas Gerais;assada;07/05/2020;DÉBITO
733;pizza;10;Santa Catarina;frita;09/04/2018;PIX
734;pizza;10;Minas Gerais;frita;12/05/2018;PIX
735;calabresa;9;Rio de Janeiro;frita;19/10/2020;DINHEIRO
736;calabresa;9;Santa Catarina;frita;26/11/2019;PIX
737;pizza;10;Santa Catarina;frita;02/02/2021;PIX
738;carne;12;Minas Gerais;assada;29/11/2019;DINHEIRO
739;calabresa;9;Rio de Janeiro;frita;01/09/2019;DINHEIRO
740;frango;11;Santa Catarina;frita;31/08/2019;CRÉDITO
741;calabresa;9;Santa Catarina;assada;03/11/2019;PIX
742;frango;11;Santa Catarina;assada;04/12/2018;DINHEIRO
743;frango;11;Minas Gerais;frita;24/04/2021;DÉBITO
744;calabresa;9;São Paulo;frita;15/02/2020;CRÉDITO
745;frango;11;Santa Catarina;frita;02/03/2018;DINHEIRO
746;calabresa;9;Minas Gerais;frita;14/12/2018;PIX
747;calabresa;9;Minas Gerais;assada;14/10/2021;DINHEIRO
748;pizza;10;São Paulo;assada;27/10/2020;CRÉDITO
749;carne;12;Santa Catarina;frita;13/06/2021;DINHEIRO
750;carne;12;Minas Gerais;assada;09/10/2019;CRÉDITO
751;carne;12;Minas Gerais;frita;28/05/2021;PIX
752;calabresa;9;São Paulo;assada;19/02/2021;DÉBITO
753;pizza;10;Rio de Janeiro;frita;16/08/2020;CRÉDITO
754;calabresa;9;Minas Gerais;assada;03/01/2018;PIX
755;pizza;10;Rio de Janeiro;assada;26/05/2018;PIX
756;pizza;10;São Paulo;frita;04/04/2020;PIX
757;pizza;10;Rio de Janeiro;assada;06/02/2019;DÉBITO
758;calabresa;9;Minas Gerais;assada;17/10/2021;PIX
759;pizza;10;Minas Gerais;assada;22/04/2020;PIX
760;frango;11;Rio de Janeiro;frita;21/04/2020;CRÉDITO
761;carne;12;Santa Catarina;frita;13/05/2019;DÉBITO
762;carne;12;Minas Gerais;assada;02/12/2021;CRÉDITO
763;frango;11;Santa Catarina;frita;29/05/2019;DÉBITO
764;pizza;10;São Paulo;assada;13/12/2020;DÉBITO
765;frango;11;São Paulo;assada;22/04/2018;DINHEIRO
766;frango;11;Rio de Janeiro;frita;22/08/2018;CRÉDITO
767;calabresa;9;São Paulo;assada;11/11/2021;DÉBITO
768;pizza;10;São Paulo;assada;30/11/2019;PIX
769;carne;12;São Paulo;assada;11/04/2021;PIX
770;carne;12;Minas Gerais;frita;04/08/2019;PIX
771;pizza;10;Rio de Janeiro;frita;05/06/2020;DINHEIRO
772;calabresa;9;Minas Gerais;frita;30/07/2019;DINHEIRO
773;calabresa;9;Minas Gerais;assada;14/06/2019;CRÉDITO
774;pizza;10;Rio de Janeiro;frita;03/03/2018;DINHEIRO
775;frango;11;São Paulo;assada;13/01/2018;PIX
776;calabresa;9;São Paulo;assada;13/02/2020;CRÉDITO
777;pizza;10;São Paulo;frita;10/12/2020;PIX
778;carne;12;Santa Catarina;frita;08/09/2020;DÉBITO
779;pizza;10;Santa Catarina;assada;03/11/2018;DINHEIRO
780;carne;12;São Paulo;assada;07/11/2018;PIX
781;frango;11;São Paulo;frita;25/03/2021;DÉBITO
782;calabresa;9;Santa Catarina;assada;26/02/2020;CRÉDITO
783;carne;12;Rio de Janeiro;assada;16/01/2019;DÉBITO
784;pizza;10;Rio de Janeiro;assada;25/07/2018;CRÉDITO
785;carne;12;Santa Catarina;frita;04/03/2020;DÉBITO
786;carne;12;Minas Gerais;assada;14/02/2018;DINHEIRO
787;frango;11;Rio de Janeiro;frita;30/06/2021;CRÉDITO
788;carne;12;São Paulo;frita;25/10/2021;DÉBITO
789;calabresa;9;Rio de Janeiro;assada;08/11/2020;DÉBITO
790;frango;11;São Paulo;assada;25/02/2020;CRÉDITO
791;frango;11;Minas Gerais;frita;09/02/2020;DINHEIRO
792;frango;11;Rio de Janeiro;frita;16/09/2020;DÉBITO
793;calabresa;9;Santa Catarina;frita;03/01/2021;DINHEIRO
794;carne;12;Rio de Janeiro;frita;02/09/2018;CRÉDITO
795;frango;11;Rio de Janeiro;assada;26/02/2018;CRÉDITO
796;pizza;10;Santa Catarina;assada;07/04/2020;PIX
797;carne;12;Minas Gerais;frita;01/07/2020;PIX
798;pizza;10;Santa Catarina;frita;24/11/2020;DÉBITO
799;calabresa;9;Minas Gerais;assada;23/03/2020;PIX
800;frango;11;Santa Catarina;assada;30/09/2021;PIX
801;pizza;10;São Paulo;assada;03/04/2019;CRÉDITO
802;carne;12;Minas Gerais;assada;25/04/2018;DÉBITO
803;carne;12;São Paulo;assada;28/10/2018;DINHEIRO
804;calabresa;9;Minas Gerais;assada;30/11/2019;DINHEIRO
805;calabresa;9;Minas Gerais;assada;14/10/2018;PIX
806;pizza;10;Santa Catarina;frita;29/12/2019;PIX
807;frango;11;Santa Catarina;assada;22/05/2019;DINHEIRO
808;calabresa;9;Santa Catarina;frita;27/05/2019;DÉBITO
809;carne;12;Rio de Janeiro;assada;17/10/2020;PIX
810;calabresa;9;São Paulo;frita;10/04/2019;CRÉDITO
811;carne;12;Rio de Janeiro;assada;02/12/2021;CRÉDITO
812;pizza;10;Minas Gerais;assada;06/11/2018;DINHEIRO
813;frango;11;Rio de Janeiro;frita;30/06/2021;DINHEIRO
814;carne;12;Santa Catarina;frita;24/08/2021;PIX
815;calabresa;9;Santa Catarina;frita;06/05/2020;DINHEIRO
816;carne;12;São Paulo;frita;14/12/2018;PIX
817;calabresa;9;São Paulo;assada;09/07/2020;DINHEIRO
818;pizza;10;Santa Catarina;frita;01/01/2021;DÉBITO
819;pizza;10;Rio de Janeiro;frita;14/06/2021;DÉBITO
820;frango;11;Minas Gerais;frita;30/01/2020;CRÉDITO
821;calabresa;9;Santa Catarina;frita;15/04/2019;DÉBITO
822;calabresa;9;Rio de Janeiro;assada;06/06/2019;DINHEIRO
823;frango;11;Minas Gerais;assada;17/05/2021;CRÉDITO
824;frango;11;Minas Gerais;assada;15/10/2020;PIX
825;carne;12;Rio de Janeiro;frita;22/10/2021;DINHEIRO
826;carne;12;São Paulo;assada;22/02/2021;PIX
827;carne;12;Rio de Janeiro;frita;04/08/2020;CRÉDITO
828;calabresa;9;Santa Catarina;frita;25/03/2019;CRÉDITO
829;pizza;10;Minas Gerais;assada;09/03/2021;CRÉDITO
830;carne;12;Rio de Janeiro;frita;08/12/2018;CRÉDITO
831;calabresa;9;Santa Catarina;frita;06/01/2020;CRÉDITO
832;calabresa;9;Minas Gerais;frita;20/11/2021;PIX
833;calabresa;9;Minas Gerais;frita;02/10/2021;DÉBITO
834;pizza;10;São Paulo;frita;01/05/2019;DINHEIRO
835;frango;11;Minas Gerais;frita;30/06/2018;DÉBITO
836;carne;12;São Paulo;assada;29/09/2018;DINHEIRO
837;carne;12;Rio de Janeiro;assada;15/02/2018;DÉBITO
838;carne;12;Rio de Janeiro;frita;19/12/2021;PIX
839;pizza;10;Santa Catarina;assada;15/06/2020;PIX
840;frango;11;Santa Catarina;frita;05/01/2018;CRÉDITO
841;pizza;10;Santa Catarina;frita;08/04/2018;DÉBITO
842;carne;12;Minas Gerais;frita;29/03/2018;CRÉDITO
843;calabresa;9;Santa Catarina;frita;07/07/2018;PIX
844;carne;12;Santa Catarina;assada;01/01/2020;DINHEIRO
845;pizza;10;São Paulo;frita;18/11/2021;CRÉDITO
846;frango;11;Rio de Janeiro;frita;04/11/2019;DÉBITO
847;frango;11;Santa Catarina;frita;24/09/2021;CRÉDITO
848;calabresa;9;Minas Gerais;assada;17/06/2020;PIX
849;frango;11;São Paulo;frita;26/11/2020;CRÉDITO
850;frango;11;Santa Catarina;frita;14/01/2019;DINHEIRO
851;carne;12;São Paulo;frita;30/05/2019;PIX
852;carne;12;São Paulo;assada;08/09/2018;DÉBITO
853;carne;12;São Paulo;frita;28/02/2018;CRÉDITO
854;calabresa;9;Santa Catarina;assada;14/06/2019;DINHEIRO
855;frango;11;Rio de Janeiro;assada;26/11/2021;DINHEIRO
856;frango;11;Minas Gerais;frita;26/06/2018;DÉBITO
